,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total_Usage,Application_2,Application_4,Application_5,Application_8,Application_9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.164,14.132000000000001,175.538,22.229,8.072,0.0,33.385,55.439,5.029,0.0,0.0,0.0,322.988,1,0,0,0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.002,0.0,1480.912,2719.027,0.0,0.0,5.0169999999999995,0.0,0.0,0.0,0.0,4324.958,0,0,0,0,1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.059,0.0,339.731,992.0,568.9720000000001,0.0,0.0,11.083,0.0,0.0,0.0,0.0,1919.845,0,0,0,1,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.149,20.162,0.0,12.099,8.081,0.0,123.22200000000001,0.0,0.0,0.0,0.0,0.0,370.71299999999997,0,0,1,0,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847.988,3294.0240000000003,1992.386,881.1069999999999,36.329,0.0,465.974,792.134,22.153,0.0,0.0,0.0,8332.095000000001,0,1,0,0,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.231,0.0,0.0,11.104,3297.2999999999997,1247.6350000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4584.2699999999995,0,0,0,1,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.014,577.9240000000001,217.76999999999998,1094.853,159.892,119.21799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306,82.46900000000001,0.0,0.0,2301.445999999999,0,0,1,0,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.555,28.239999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.795,0,0,0,0,1
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.269,199.38599999999994,205.185,118.123,33.644000000000005,23.159999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.034,139.87099999999998,0.0,0.0,905.6719999999993,1,0,0,0,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.448,1274.262,1857.745,2259.9210000000003,80.75500000000001,155.04799999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2719.154,184.98299999999998,0.0,0.0,8599.316,0,1,0,0,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.14,21.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.251999999999995,0,0,1,0,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.20600000000002,41.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.46,1,0,0,0,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.330999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.330999999999996,0,0,0,1,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.066,0,0,0,0,1
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3212.135,1496.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4708.594999999999,0,1,0,0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.193,0,0,0,0,1
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,281.908,2.015,0.0,33.292,0.0,0.0,933.342,4.036,0.0,0.0,534.119,36.293,0.0,0.0,1898.0049999999997,0,0,1,0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.289,0.0,0.0,278.289,0,0,0,1,0
18,0.0,0.0,0.0,0.0,0.0,0.0,4.022,32.262,0.0,3.024,23.156,3.029,0.0,0.0,0.0,0.0,5.039,0.0,0.0,0.0,0.0,156.28099999999995,0.0,0.0,226.81299999999996,1,0,0,0,0
19,0.0,0.0,0.0,0.0,0.0,0.0,506.0,3323.241,3600.0,3524.358,3286.883,3572.424,3594.0710000000004,3566.708,893.171,0.0,187.017,3593.8810000000003,3600.0,3579.201,3065.813,2440.901,0.0,0.0,42333.669,0,1,0,0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.101,8.049,0.0,0.0,0.0,5.026,23.189,99.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.139,0,0,1,0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.674,0.0,0.0,0.0,0.0,33.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.93200000000002,0,0,0,1,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.204,2403.672,0.0,0.0,0.0,3099.681,2846.313,2256.1730000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10656.043000000001,0,1,0,0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.623,1187.709,3600.0,3600.0,3600.0,453.28600000000046,58.549,540.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13126.878000000006,1,0,0,0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.188,0.0,0.0,117.0,1234.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.736,0,0,0,0,1
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.631,3016.0,1666.901,1292.142,0.0,3578.0,3600.0,3600.0,3600.0,3600.0,2008.1170000000013,0.0,0.0,0.0,0.0,0.0,26048.791000000005,0,1,0,0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.018,9.065,2.017,8.055,2.0140000000000002,3.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.188,1,0,0,0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.839,5.041,0.0,2109.505,7.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2577.4590000000003,0,0,0,1,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.6979999999999,0.0,1331.6979999999999,0,0,0,0,1
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.617,2804.0009999999997,2461.808,534.077,0.0,0.0,2471.8409999999994,3593.871,3477.42,1863.4310000000003,0.0,18424.066,0,1,0,0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.7679999999999,796.317,455.152,1687.807,0.0,0.0,165.99,6.059,0.0,282.61400000000003,0.0,4069.7070000000003,0,0,1,0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.541,0.0,220.374,1378.0,3600.0,3600.0,83.3409999999998,0.0,89.525,8.049,0.0,9064.83,1,0,0,0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.442,0.0,0.0,0.0,0.0,53.442,0,0,0,1,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.572,0.0,0.0,24.223,0.0,0.0,0.0,0.0,276.795,0,0,1,0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.793,29.297,0.0,3.0229999999999997,53.442,0.0,4.045,0.0,0.0,202.59999999999997,1,0,0,0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3399.0,3402.482,0.0,0.0,0.0,0.0,0.0,6801.482,0,0,0,0,1
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0,3166.8690000000006,201.11700000000002,114.81699999999998,1407.2340000000002,0.0,0.0,0.0,0.0,5838.037,0,1,0,0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2110.334,360.822,2625.0,1629.4679999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6725.624,0,0,0,0,1
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.509,127.71100000000001,0.0,6.034000000000001,0.0,1.004,94.56899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.82699999999994,1,0,0,0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,3285.4019999999996,1054.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4419.937999999999,0,0,0,1,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.6310000000001,1909.0339999999999,12.155,424.28999999999996,3184.2599999999998,481.733,66.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6847.6179999999995,0,1,0,0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.39,295.145,2.023,20.177,0.0,794.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.0659999999998,0,0,1,0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.618,0.0,5.058,270.676,0,0,1,0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.43399999999997,0.0,0.0,22.192,0.0,0.0,53.378,3.026,496.03,0,0,0,1,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.881,0.0,111.0,3577.282,3600.0,3249.417999999999,3527.255,1694.597,15864.433,0,1,0,0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.075999999999999,0.0,4.026,0.0,0.0,0.0,17.133,3.026,35.260999999999996,1,0,0,0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851.0,3600.0,3484.665000000001,0.0,0.0,0.0,0.0,0.0,8935.665,0,0,0,0,1
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988.506,1890.296,2728.621,0.0,0.0,1684.4990000000003,0.0,0.0,0.0,0.0,8291.922,0,1,0,0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.376,31.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.618,0,0,0,1,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.337,4.025,81.654,0.0,0.0,27.236,0.0,0.0,0.0,0.0,123.252,1,0,0,0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.681,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.731,0,0,1,0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,3600.0,3600.0,711.6149999999991,0.0,0.0,0.0,0.0,8613.614999999998,0,0,0,0,1
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.14,3585.5609999999997,357.96299999999997,0.0,1209.215,3600.0,2446.4440000000004,0.0,0.0,0.0,0.0,0.0,12688.323,0,0,0,0,1
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.876,6.042,3.015,0.0,2.023,0.0,107.97099999999999,1,0,0,0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.943,3466.147,1955.7889999999998,0.0,3220.0789999999997,3351.236,2377.204,0.0,979.385,2016.3419999999999,3530.215,3600.0,1901.2950000000003,0.0,28640.635000000013,0,1,0,0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.56199999999995,134.248,72.642,8.09,21.188000000000002,249.401,13.078,0.0,78.669,1162.022,66.522,0.0,6.045,0.0,2192.4669999999996,0,0,1,0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.44000000000001,113.06400000000001,0.0,0.0,7.042999999999999,0.0,163.54700000000003,0,0,0,0,1
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.019,19.158,0.0,0.0,0.0,0.0,23.177,1,0,0,0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.5440000000001,3098.5950000000007,3524.0730000000003,3564.527,2797.1419999999994,5.163,13934.044000000002,0,1,0,0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.045,0.0,0.0,35.194,777.4490000000001,14.862000000000023,830.55,0,0,1,0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,67.541,0.0,67.44999999999999,1.013,0.0,1.014,2.011,0.0,0.0,7.061999999999999,0.0,0.0,0.0,220.09099999999998,1,0,0,0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.038,2009.0,3600.0,3600.0,2901.797,0.0,0.0,0.0,12115.835000000001,0,0,0,0,1
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2549.398,2548.817,62.464000000000006,0.0,77.669,13.1,2.008,0.0,0.0,40.315000000000005,0.0,0.0,0.0,5293.771000000002,0,0,0,1,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.1600000000001,375.66999999999996,2934.4919999999997,2956.407,3508.639,1102.9800000000002,356.552,0.0,0.0,222.606,0.0,0.0,0.0,12319.506000000001,0,1,0,0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.849,674.987,340.303,634.894,3.011,77.717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851.7609999999997,0,0,1,0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.1670000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.167,0,0,1,0,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.004,0.0,0.0,0.0,9.071,1,0,0,0,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2651.0,3576.5209999999997,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,355.17299999999864,0.0,0.0,0.0,28182.694,0,1,0,0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.648,3365.3329999999996,866.7819999999999,2870.036,1832.7479999999996,9890.546999999999,0,1,0,0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.29800000000003,0.0,4.023,2.014,0.0,159.33500000000004,1,0,0,0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.93299999999999,0.0,0.0,0.0,0.0,103.93299999999999,0,0,0,1,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.24900000000002,0.0,1826.143,727.183,0.0,2808.575,0,0,1,0,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.082,2214.0,3600.0,1757.495,0.0,7578.577,0,0,0,0,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.356,3600.0,1556.6920000000005,401.498,0.0,1840.0,336.00199999999995,9414.547999999999,0,1,0,0,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.52299999999997,0.0,64.459,11.068,0.0,3.034,0.0,432.08399999999995,1,0,0,0,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.084,0.0,900.5350000000001,970.719,0.0,0.0,0.0,1885.3380000000002,0,0,1,0,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1
